simbolo,llr0,llr1,llr2,llr3
0,-0.9249,-1.9314,0.8342,-1.9154
1,1.0447,-1.3663,-1.0447,-1.4402
2,-0.5196,0.5196,-0.3035,-1.0576
3,-1.1498,-0.2490,-0.7956,-0.7956
4,1.5404,-1.4592,-1.4430,-2.0772
5,-0.8920,-0.5537,0.2013,-0.9748
6,-0.9513,-0.9513,-0.9513,-0.9513
7,1.6650,-1.2552,-1.2552,-1.7182
8,2.0796,-1.1511,-1.1511,-1.8456
9,-0.5473,-1.5545,0.6517,-1.4835
10,0.7455,-0.3421,0.3421,0.3421
11,0.5467,-0.5999,-0.5999,0.5467
12,-0.8931,-1.7660,-0.8931,-1.9874
13,1.1366,-1.1366,-1.6877,-2.0080
14,-0.4656,0.0733,0.4656,0.2539
15,0.2228,1.1569,0.2228,-1.4403
16,-1.6066,-0.4926,1.0717,-1.4561
17,0.5802,-0.7348,1.4925,-1.2243
18,0.9730,0.7340,0.7340,-0.9730
19,1.0901,1.0901,1.0901,1.0901
20,-1.1325,1.1284,-1.3798,-1.8101
21,-0.5450,-0.6330,0.6254,0.7004
22,1.2396,0.4606,0.4606,-0.4909
23,-0.5058,0.2394,-0.8022,-1.9719
24,0.8138,0.8138,0.8138,-1.5024
25,-1.4232,1.8547,-1.4232,-1.4232
26,-1.0925,-1.0798,1.4682,-0.8977
27,-0.4682,-0.4682,-0.4682,-1.2183
28,0.2859,0.2859,-0.2859,-0.5318
29,-0.3008,0.2305,-0.3008,-0.6604
30,0.5078,0.5078,0.5078,0.5078
31,1.1257,-0.9212,-1.1257,-1.1257
32,-1.4869,1.6931,-1.5427,-1.5427
33,-1.2362,-1.3284,1.3284,-1.9098
34,0.5924,-1.6491,-0.7705,-1.7869
35,-0.2705,-0.2068,-0.2705,-1.0200
36,0.8217,0.8217,-0.8217,-0.9217
37,0.1710,-0.1710,-0.2717,-0.2717
38,0.7814,0.8904,0.8904,0.8904
39,-0.8733,0.4334,-0.4334,-0.9926
40,-0.4151,0.4151,0.4151,0.4151
41,-0.5766,0.6859,-1.2965,-0.5766
42,-0.6020,-0.7619,-0.7619,-1.6298
43,0.2711,-0.2711,-0.3120,-0.3120
44,0.5876,0.4298,-0.5876,0.4298
45,0.7044,0.7044,0.7044,-1.2561
46,-0.6099,-0.8789,-0.6099,-0.8789
47,-0.9920,0.9920,-0.9920,-0.9920
48,0.6641,0.6641,1.2667,-1.4496
49,0.8525,-0.8525,-1.1349,-1.9169
50,-0.8030,-0.8435,-0.2065,-0.8435
51,-0.2998,-0.2998,-0.2998,-0.2998
