simbolo,llr0,llr1,llr2,llr3
0,-0.5895,0.6756,0.3467,-2.4230
1,-1.4165,0.7653,1.0875,-2.7139
2,-0.5529,-0.8408,-0.8408,-1.9050
3,0.6756,0.3650,0.3650,-1.8863
4,1.4610,1.9960,-1.5457,-3.3345
5,0.2636,0.2636,-2.5399,-3.4062
6,-1.7400,-1.8227,-2.0080,-4.1417
7,-1.5972,-1.5972,-2.9898,-3.6394
8,-2.5548,-2.7198,-3.7603,-4.6583
9,-1.8248,-1.8896,-1.8896,-3.2693
10,-1.8817,-1.8817,-3.2016,-3.2016
11,1.6773,-1.5986,-1.8426,-2.5186
12,-0.3330,-3.0870,-3.3894,-3.3894
13,1.3391,1.1251,-3.0973,-4.4758
14,2.2816,-2.9993,-4.1531,-4.3308
15,1.5988,-0.2229,-4.0076,-5.3324
16,1.2846,-1.5423,-1.8617,-3.5091
17,-2.5024,-2.5024,-2.5024,-4.7227
18,1.6391,-1.8598,-1.8598,-2.8026
19,1.8611,-1.8520,-2.5569,-3.1627
20,1.3564,-1.8842,-1.8842,-2.9321
21,1.6109,1.4901,-3.7768,-3.7768
22,1.1792,-0.9819,-1.8867,-2.1564
23,-0.7987,-0.7987,-1.2268,-2.4565
24,1.2869,1.2869,-1.1380,-1.8100
25,1.7473,-1.1885,-1.1885,-2.5238
26,-0.6852,-1.3937,-1.5977,-1.7289
27,-1.0182,-1.0182,-1.0182,-3.9686
28,-0.6131,-0.6131,-1.1806,-2.1324
29,1.5871,-1.5783,-2.3779,-4.6355
30,2.1911,-1.3530,-2.0771,-2.6378
31,1.1159,-1.2808,-1.1159,-1.2942
32,0.9364,-1.5358,-1.5358,-2.6655
33,-0.4714,-0.4714,-0.4714,-2.5032
34,1.0489,1.5738,1.0489,-1.7686
35,-0.9790,-0.9790,-1.2458,-1.2458
36,0.7911,-0.7680,-0.7680,-1.2991
37,1.0108,-0.4252,-0.4252,-1.5135
38,1.4166,-1.0685,-1.8391,-2.2403
39,1.6278,-1.6278,-2.2922,-2.8525
40,0.7729,2.3751,-1.9021,-3.8062
41,1.4310,1.4310,-3.3565,-4.9606
42,1.5104,1.5104,-2.2086,-4.9676
43,2.2211,-1.4632,-3.2108,-5.2068
44,1.8523,1.8523,-1.8912,-4.3097
45,1.9253,1.9253,-3.2706,-4.5677
46,-1.1616,1.1865,-2.6419,-3.4430
47,-1.9495,2.0778,-3.4841,-4.7647
48,-2.7214,1.9046,-4.7586,-4.7586
49,-0.9325,2.0610,-0.9325,-2.4010
50,-0.7770,1.7062,-1.4265,-2.7205
51,-0.5032,-0.5032,-0.5032,-2.5612
52,-1.4306,1.7724,-0.2887,-1.7439
53,1.0184,1.0184,-1.5677,-2.2847
54,0.4412,1.7362,-1.4762,-3.2006
55,0.6084,1.1465,-0.9972,-0.9972
56,-1.1450,1.7891,-1.6980,-1.9246
57,-0.6996,1.0311,-0.6996,-0.6996
