simbolo,llr0,llr1,llr2,llr3
0,-1.0118,1.2689,-1.3232,-2.1698
1,1.1522,1.1522,-2.0400,-2.1459
2,-0.4114,0.9377,-0.4114,-2.7639
3,1.9580,1.5866,-1.5181,-2.9419
4,-0.9019,0.8715,-0.9019,-1.6370
5,-0.5569,0.5569,-0.9849,-3.2220
6,0.9803,0.2424,-0.2424,-1.8536
7,0.9828,1.4048,-1.4048,-3.8239
8,-2.1314,2.1314,-2.3876,-2.3876
9,2.6265,2.8786,1.5199,-3.0444
10,-1.3320,1.3320,-1.3320,-3.5267
11,-1.3115,1.7309,-1.3115,-2.8167
12,1.0977,1.4252,-1.0977,-2.8673
13,1.3922,-0.4230,-0.5278,-2.2018
14,-0.3115,-0.4684,-0.4684,-1.5126
15,2.3533,1.3033,-2.3533,-3.6096
16,0.6687,0.6687,-1.0031,-2.3956
17,1.7038,1.7452,-3.0491,-3.1037
18,-0.8741,-0.6767,-1.1115,-1.6034
19,1.0116,1.1549,1.0116,-1.3095
20,2.7306,-1.9548,-2.7663,-2.8409
21,0.9849,-0.8648,-0.8648,-1.7682
22,3.7992,-2.6090,-3.3352,-3.3352
23,0.9641,0.9641,-1.6600,-2.7554
24,1.6513,-1.6513,-2.1633,-2.3944
25,1.9368,-1.3186,-2.3761,-2.9055
26,2.4920,-1.8563,-1.8152,-3.9696
27,1.2180,1.2238,-2.2927,-3.3970
28,2.0585,-1.5882,-2.0585,-4.5376
29,0.5863,-2.2468,-2.2468,-2.2468
30,3.3666,-1.2819,-3.0013,-3.5067
31,0.4334,-0.4334,-1.4887,-1.4887
32,-1.4281,-0.9945,-0.9945,-2.0511
33,-0.6854,-0.6854,-1.4811,-2.2180
34,2.6150,-1.7715,-2.1177,-2.7312
35,0.9819,-2.4734,-2.1626,-2.8647
36,1.3207,-1.1186,-1.6201,-3.1199
37,-1.9543,-0.7585,-1.6428,-1.9543
38,1.8065,-1.6663,-1.8065,-4.6299
39,1.3404,-0.7071,-1.2751,-4.4470
40,-0.5194,0.5194,0.5194,-2.2747
41,1.9745,1.8229,-1.9745,-3.8503
42,0.9831,0.9831,-1.4576,-3.4036
43,0.5176,1.0144,-1.0144,-2.7036
44,1.0151,-0.6256,-1.0151,-2.9075
45,2.5238,2.4369,-1.7464,-2.6459
46,0.4923,0.4923,-0.6486,-2.5629
47,-0.5090,-0.5090,-0.5192,-3.6727
48,-1.5427,1.0366,-1.7343,-2.8285
49,-2.0412,2.7703,-1.9740,-3.7908
50,-1.7654,1.7654,-1.8651,-3.8402
51,1.3218,1.3218,1.3218,-3.6297
52,0.7068,1.4206,-0.8578,-3.7324
53,-2.0750,2.8747,-2.0750,-3.1493
54,-0.9011,1.3627,-0.9011,-2.8913
55,-0.4016,-0.4016,-0.4016,-1.6300
56,-1.2370,1.2370,-1.0642,-2.2389
57,0.1618,1.0832,0.1618,-1.6334
58,0.4273,0.5620,0.4273,-2.0522
59,1.3343,-0.8203,-1.2768,-2.7207
60,-1.2856,-0.3687,-0.3687,-1.2856
61,-2.3504,2.0315,-2.7300,-2.8806
62,2.1739,1.3756,-0.6608,-3.0503
63,0.5762,0.8973,-0.6122,-0.8898
64,-1.6890,-1.5163,-1.5163,-1.8404
65,-1.8287,0.8271,-1.8287,-1.8287
66,-0.8777,-0.8777,-0.8457,-1.7221
67,-0.4128,0.4128,0.4128,-0.8675
68,1.8078,1.8078,1.3341,-3.6551
69,0.7589,0.7589,-0.7589,-1.7994
70,-1.0427,-1.0427,-1.1707,-1.1707
71,-1.2294,-1.2294,-1.2294,-1.2294
72,-0.3459,0.1362,0.1362,-2.6798
73,-1.5028,-0.9430,-0.9430,-1.7977
74,1.3633,1.3633,-1.7071,-2.3205
75,-0.7093,1.6171,-2.3430,-3.1989
76,-1.7063,-1.0298,-1.7063,-3.3054
77,-0.9499,-1.0385,-1.4503,-1.4503
78,-0.4513,1.8172,-1.2238,-1.9466
79,-1.3587,0.8826,-0.8826,-1.3587
80,-1.8052,-2.4119,-1.8052,-2.1674
81,0.6836,2.1383,-0.8873,-2.3615
82,-0.6777,0.6777,-2.3539,-3.2877
83,-1.0853,-0.7671,-1.0532,-1.2597
84,-0.6408,-0.6408,-1.1684,-1.5094
85,-0.8485,-0.8485,-1.1703,-1.7131
86,-0.4391,-0.3195,-1.5161,-2.4456
87,-0.9475,-0.9475,-1.6665,-1.8336
88,-1.0435,-1.0435,-1.1016,-1.7464
89,0.6524,0.8162,0.4173,0.4173
90,-0.7690,0.6663,0.6663,-1.1734
91,-0.3336,0.3336,-0.3336,-0.8725
92,-0.5197,0.2020,0.2020,-1.2635
93,-0.6050,-0.5616,-0.6050,-0.9518
94,-1.1893,-1.1958,-1.1893,-1.1958
95,-1.1043,0.8419,0.8419,-1.2008
96,-1.1548,-1.0851,-1.5244,-1.6400
97,-0.4788,0.9314,0.4526,-1.0270
98,-2.5387,-1.0614,-2.5387,-2.5387
99,-0.3816,-0.0270,-0.0270,-0.3816
100,-2.2844,1.9625,2.1573,-2.6596
101,-1.8800,1.6805,-1.6805,-2.8112
102,-1.1960,-1.4011,-1.1483,-2.0469
103,-1.1627,0.7286,-1.1627,-2.1698
104,1.1640,1.0823,-1.0823,-1.9405
105,-0.6255,0.6665,0.6255,-1.4454
106,0.8044,2.2899,-0.8044,-2.9042
107,0.5424,0.5721,0.5721,-1.4574
108,1.4683,-1.4683,1.3899,-2.5066
109,1.3201,1.8455,-1.3201,-1.4730
110,-0.8287,1.5025,-0.8287,-2.7006
111,-0.3855,-0.3855,-1.9504,-2.5270
112,0.9304,1.3376,0.9304,-2.5329
