simbolo,llr0,llr1,llr2,llr3
0,-0.9665,-0.9939,-0.9665,-2.0477
1,0.8447,0.8447,-0.4445,-1.0390
2,1.2231,1.2231,0.8460,-2.8691
3,-0.5929,0.5557,-1.4668,-1.7959
4,-0.5220,0.5220,-1.0966,-1.7050
5,-0.8740,0.8740,0.8740,-1.3496
6,-2.2952,-1.5630,1.8223,-2.6567
7,-1.7118,-0.3107,-1.3691,-1.7118
8,-1.1093,0.1563,-0.1563,-1.1093
9,0.6611,-0.0779,-0.0779,-1.7609
10,-0.4421,0.7524,0.7826,-1.7762
11,-0.6068,-1.0316,-0.4555,-0.9844
12,-0.5514,0.5514,-0.9543,-1.4693
13,-1.2986,-1.2986,-0.9645,-1.8474
14,-1.1827,-0.9961,-1.1827,-1.1827
15,-0.2556,0.2556,-0.7446,-1.8513
16,0.7103,0.7865,-0.5208,-0.9200
17,0.3848,-0.2683,-0.4275,-0.4275
18,-0.6684,0.6502,-0.6502,-0.8018
19,2.0178,0.9653,-0.9653,-2.0178
20,1.3212,-0.7186,-1.3212,-2.2076
21,-0.3459,-0.2990,-0.2990,0.2990
22,-1.4674,1.2461,1.2461,-2.6326
23,0.4493,-0.5737,-1.7509,-1.7509
24,1.0742,0.5825,0.5825,-1.5928
25,-2.0522,2.4929,-2.0522,-2.0522
26,-0.7187,0.5137,-0.5137,-0.5137
27,-0.8872,0.3511,-0.8872,-0.8872
28,1.3427,1.3427,-1.3427,-2.1072
29,1.8205,0.8425,-1.0183,-1.0485
30,0.2051,-0.2051,-0.6962,-0.7315
31,-1.2300,-1.2300,1.6037,-1.5961
32,-1.5043,-0.9005,-0.9005,-1.0733
33,0.7695,0.7695,0.7695,-0.9423
34,1.3585,1.1884,-1.0783,-1.4537
35,-0.9737,1.0160,1.0053,-0.5099
36,-0.3497,-0.3497,-0.9545,-1.7427
37,0.4459,1.2631,0.4459,-0.5069
38,-0.3133,-0.3642,0.3133,-0.6260
39,1.1043,1.7471,-1.1043,-1.4082
40,-0.6692,-1.0486,-0.6692,-1.8825
