simbolo,llr0,llr1,llr2,llr3
0,0.6553,2.2068,-2.2295,-4.0148
1,1.4891,1.4891,-3.1057,-3.4715
2,-0.7391,-0.7391,-1.2095,-2.5124
3,-0.3629,-0.3629,-1.7217,-2.0355
4,0.6974,0.6974,0.6722,-4.2782
5,0.2874,0.2874,-0.8624,-2.3527
6,-0.9641,-1.3861,-1.3861,-2.0740
7,-0.7467,-0.7467,-1.3993,-1.5056
8,-1.8554,1.8813,-1.4911,-3.3154
9,-1.5424,0.9178,0.9178,-1.5424
10,-1.1712,0.5240,0.5240,-1.5271
11,1.1252,2.6480,-0.4860,-4.9005
12,0.6517,3.6379,-0.6517,-3.2993
13,0.3339,0.3339,-1.1218,-2.9309
14,1.9988,1.0737,-1.0737,-3.3024
15,0.9010,1.3042,-2.1098,-4.0681
16,0.6688,0.6688,-2.0958,-5.8275
17,-0.4777,2.3764,-1.2400,-4.0618
18,1.0892,1.0523,-1.0892,-2.8211
19,1.4551,1.4551,-1.4786,-3.6808
20,-0.5252,1.6647,-0.5252,-2.3382
21,-0.4034,1.9372,-2.3792,-2.9418
22,-1.2433,-1.2433,-3.3335,-6.2102
23,-2.7661,-2.7560,-4.3841,-5.6121
24,-5.7733,-4.3676,-4.7660,-5.7733
25,-4.4454,-4.1963,-3.9286,-3.9286
26,-4.2500,-4.2500,-4.5548,-4.8068
27,1.9687,-1.5734,-1.5734,-1.9687
28,1.6520,1.6520,-2.5624,-2.5732
29,0.6779,0.5188,-0.5188,-0.5188
30,-0.6485,1.0917,-1.4058,-2.0863
31,-0.3516,-0.3516,0.3516,-0.3516
32,-2.0727,2.0727,-2.1144,-2.1671
33,-1.2127,1.4952,-1.2127,-1.2127
34,-1.3368,1.6710,-1.3744,-1.3368
35,-0.3731,0.3731,-0.3731,0.1086
36,-2.5767,2.2177,-1.3319,-1.3319
37,-0.3015,0.6269,-0.6224,0.3015
38,-0.5619,0.5619,0.5619,-0.5619
39,-2.4881,2.4439,-2.3108,-1.8263
40,0.5550,-0.5550,-0.5550,0.5550
41,-0.4271,0.6588,-0.5205,-0.4271
42,-1.8098,1.8098,-1.3992,-1.8098
43,-0.6775,0.5000,-0.5000,-0.6775
44,-0.8856,1.3504,1.3504,-1.0594
45,0.3974,-0.2730,-0.2730,0.3974
46,-2.0364,-2.0364,-2.2460,-2.0364
47,-0.6789,-0.3815,-0.3815,-0.6789
48,-0.8050,-1.3324,0.6505,0.6505
49,-1.3483,-1.1049,1.1049,1.1049
50,0.4497,0.5191,0.4497,0.4497
51,0.5683,1.5107,1.9328,-0.4527
52,-0.7199,-0.7199,0.5440,-0.5440
53,-1.5506,1.6400,2.0146,-0.7846
54,-0.9540,2.0518,3.6927,2.0518
55,-1.2803,1.2253,1.2488,1.2253
56,-1.4105,-0.7167,2.2526,1.6246
57,2.0161,-2.2196,2.2943,-2.0161
58,1.3548,-1.3548,1.3345,-1.3345
59,-0.3135,-0.3135,0.8589,1.4650
60,2.0072,-2.0072,2.2096,-1.9789
61,-1.4306,1.4306,1.5707,1.4306
62,-1.2631,1.2631,1.4235,1.1482
63,0.7299,-1.4825,1.6525,-0.7299
64,-0.7763,0.3409,1.9278,0.3409
65,-0.2604,0.2604,1.2744,0.2604
66,-1.0215,-0.4478,1.5609,1.0460
67,1.1419,-0.9389,1.1419,-1.1039
68,-0.7586,-0.6661,1.7867,0.7586
69,-1.6988,-0.9375,2.0701,-1.0611
70,-0.7901,-0.5483,0.9175,-0.7901
71,-1.7103,-1.1287,1.4937,-1.1287
72,-0.5515,1.7493,2.2565,-0.5515
73,-1.2723,1.2275,1.7015,-1.2723
74,-0.5522,-0.5522,2.0199,-0.7007
75,-0.6509,1.5324,2.9145,-2.8472
76,1.1765,1.1765,1.1765,-1.1765
77,2.1600,2.7173,2.7173,-2.7173
78,1.8543,2.9775,2.2349,-4.4995
79,2.7156,3.1503,2.7156,-3.1503
80,0.4030,0.4030,0.4030,-0.4030
81,-1.5585,1.5790,-0.7934,-1.8224
82,0.6622,0.6498,0.6622,-0.6622
83,-1.5851,-1.0129,1.0129,-1.5851
84,-1.6160,0.9100,1.7077,-1.7805
85,-1.2434,2.1127,1.3595,-2.1127
86,1.6275,2.0573,2.0573,-2.0573
87,1.2091,1.2091,1.8263,-3.5150
88,1.5683,3.2898,1.5683,-2.9162
89,-0.8282,-0.8282,0.6446,-0.6446
90,0.8685,2.0231,0.7696,-2.1059
91,-1.9212,-1.4100,1.4100,-2.7629
92,-1.8217,-0.6086,-0.6086,-3.8524
93,0.8642,-1.5065,-1.5065,-0.8275
94,1.5702,-2.9065,-2.7578,-2.8194
95,1.5848,-1.7753,-2.7299,-1.5992
96,1.7472,-0.3900,-1.0470,-2.4057
97,1.5125,0.6785,-0.9880,-1.8701
98,2.1750,-1.6453,-1.6453,-2.4764
99,0.4574,0.8123,-0.8123,-2.2738
100,-1.4929,2.0695,-1.4929,1.0579
101,1.5034,-1.5034,-1.5034,-1.6686
102,1.4148,-0.5268,-1.8836,-0.8106
103,-0.7233,-0.7233,-0.7293,-0.6160
104,2.6361,-2.3806,-2.6361,-2.4095
105,1.3736,-1.3736,-1.8835,-2.0721
106,0.4347,0.8428,-0.4347,-0.8428
107,0.4321,0.4321,-0.5271,-0.4321
108,-1.2225,1.2225,-2.2395,1.2225
109,1.2047,1.2047,-1.6412,-1.2047
110,0.5837,0.5837,-1.0031,-0.5837
111,0.4236,-0.4236,-1.3664,-0.4236
112,1.5694,1.7679,-2.3798,-1.5694
113,0.3619,0.7184,0.3619,-0.4213
114,1.1987,0.7873,-0.5280,-0.8268
115,1.3874,2.8052,0.9403,-2.8860
116,-1.3173,1.3759,-1.5914,-2.6339
117,-1.3972,3.2181,-1.3972,-1.3972
118,0.7045,0.7960,0.7045,-2.0301
119,-0.8992,1.5615,-0.8992,-0.8992
120,1.5055,1.5055,1.5055,-2.2636
121,2.3177,2.4005,2.3177,-2.4461
122,1.2463,1.2463,1.2463,-2.0494
123,1.4281,1.7357,1.4281,-1.7357
124,1.5062,1.5062,1.2923,-2.5107
125,-0.8751,2.1974,-0.8751,-1.1207
126,0.7043,1.3364,0.7043,-1.3364
127,-0.4901,-0.2720,-0.4901,-0.6272
128,-1.9514,-1.9114,-1.9114,-2.1424
129,0.3204,0.3204,0.3204,-1.8987
130,-0.3308,-0.3308,-0.3308,-0.9665
131,0.3899,0.3899,0.3899,-0.6986
132,0.3330,0.3330,0.3330,-1.0834
133,1.0457,0.8950,1.0638,0.8895
134,0.5419,0.5445,0.5445,-0.5445
135,0.1777,0.3697,0.1777,0.1777
136,-1.5602,-0.8931,-1.6627,-1.5602
137,1.9055,2.0862,2.0906,1.8461
138,-1.2558,0.5339,-1.7464,-1.8814
139,2.6981,2.0327,2.5668,2.0327
140,-0.8823,-1.2066,-1.0098,-0.8823
