stem,modo,baud,gain,fec_repeat,bytes,acerto_bits,bloco_ok,pico_rx,rms_rx
20260903-165900-gap0.0,mary,100,1.0,2,48,100.0,1,0.2624,0.0698
20260903-165910-gap0.0,mary,100,1.0,2,48,99.41,1,0.1543,0.0336
20260903-165921-gap0.0,mary,100,1.0,2,48,99.41,1,0.2395,0.0549
20260903-165939-gap0.30,mary,100,1.0,2,48,64.57,1,0.2422,0.067
20260903-165949-gap0.30,mary,100,1.0,2,48,100.0,1,0.2581,0.0537
20260903-170000-gap0.30,mary,100,1.0,2,48,99.79,1,0.1847,0.0352
20260903-170024-gap0.15,mary,100,1.0,2,48,94.1,1,0.2534,0.0409
20260903-170035-gap0.15,mary,100,1.0,2,48,99.96,1,0.1794,0.0388
20260903-170045-gap0.15,mary,100,1.0,2,48,99.92,1,0.1729,0.0388
