simbolo,llr0,llr1,llr2,llr3
0,-0.8573,2.6699,-1.2855,-3.3149
1,1.6222,3.7527,-2.7660,-5.2048
2,-2.3371,3.3704,-2.8799,-5.1947
3,0.9852,1.9475,-2.4353,-4.0491
4,0.2496,2.4932,-1.6748,-3.3242
5,1.3354,3.4586,-3.4372,-5.0795
6,-0.4836,2.0912,-0.4836,-4.4892
7,-2.1768,1.7008,-1.7008,-3.8815
8,-1.8030,1.5412,-1.5412,-3.1939
9,0.6925,1.1796,-1.2798,-2.3495
10,1.0290,3.0572,-1.0290,-3.6779
11,1.4874,2.1210,-2.9918,-4.2200
12,0.3874,2.9222,-0.8769,-2.3097
13,1.5135,2.0854,-2.1486,-4.1702
14,0.3953,1.6895,-0.3953,-4.6392
15,0.4682,2.9579,-0.4682,-3.0623
16,-0.2864,1.3239,-0.2864,-3.0009
17,-0.4515,1.8751,-1.5521,-4.4906
18,-2.0324,0.8482,-1.8575,-2.1811
19,-1.5229,2.5162,-1.5229,-4.1409
20,-1.3294,2.4724,-2.4336,-4.1020
21,-1.0051,2.4072,-1.7573,-3.7504
22,0.6708,1.4157,0.4760,-2.7616
23,0.2890,2.1415,-0.7371,-4.8717
24,1.4130,2.5745,-1.4130,-5.3403
25,1.8954,2.2958,-1.9875,-5.5767
26,-1.3908,3.2923,-3.0264,-3.0264
27,1.5396,2.2586,-1.5396,-4.0278
28,-0.6690,0.7016,-0.9321,-2.6423
29,1.5342,1.7911,-1.5342,-4.8386
30,-0.8372,0.8372,-2.1276,-2.7813
31,1.0979,1.7979,-1.2537,-2.4274
32,0.4267,-0.4267,-0.7604,-2.7719
33,2.0365,2.0450,-2.0365,-3.6312
34,-1.0127,1.0164,-1.0164,-3.4867
35,-2.0984,1.6433,-1.6433,-3.9156
36,0.6789,2.2394,-1.9616,-4.0787
37,2.0536,3.2596,2.0536,-3.1854
38,0.5054,0.5054,1.8277,-2.3526
39,1.3504,2.8391,1.3191,-4.6297
40,-0.8308,0.8531,-0.8444,-2.1790
41,0.5451,1.5497,0.5451,-3.5081
42,0.7864,1.8029,-1.8029,-3.8432
43,1.0035,2.1564,-1.0906,-3.5082
44,0.5359,0.8515,-0.8011,-3.1734
45,1.9232,1.6961,-1.1624,-3.9995
46,-1.3458,1.6492,1.3458,-3.2224
47,1.0597,1.6725,-1.6023,-3.9983
48,-1.3942,1.7099,1.3942,-3.6413
49,-0.6201,-0.6201,-0.8227,-1.4942
50,-2.6589,2.6589,2.7895,-2.7150
51,1.0468,1.6440,-1.9124,-2.6085
52,1.3907,2.1686,-1.3728,-4.2302
53,0.9595,0.9255,0.9255,-2.6105
54,-1.4213,1.6814,-1.5017,-2.3463
