simbolo,llr0,llr1,llr2,llr3
0,1.1849,0.7662,0.8719,-3.0061
1,-1.1628,1.1121,0.8608,-3.9940
2,-2.1450,2.1583,0.5075,-3.3812
3,1.9195,1.9195,0.8784,-4.8907
4,-0.6828,1.5437,-0.6828,-3.4446
5,1.4061,1.4242,-1.4061,-4.5833
6,-1.8583,1.8992,0.5614,-2.4848
7,-1.2376,1.5496,-1.5496,-2.8030
8,-0.6861,2.5591,0.5808,-4.0736
9,1.1879,1.9679,-0.7962,-3.9276
10,1.9522,1.0624,1.0168,-4.5066
11,0.9364,1.6796,-0.9364,-3.6443
12,1.6828,1.6828,-1.7294,-4.7715
13,-0.6250,-0.4293,0.9371,-3.7594
14,1.0441,2.0508,-0.8259,-3.6324
15,-1.4675,2.4381,0.9830,-4.0249
16,1.5403,2.1786,-1.3941,-5.1438
17,-0.4280,2.8856,-1.0732,-4.2751
18,-1.2932,2.0863,-2.2014,-4.2448
19,-2.2424,2.9412,-1.7163,-3.2025
20,0.7186,2.4044,-0.7186,-3.9454
21,-0.6964,1.6108,-0.6964,-2.4876
22,1.0602,0.9938,-1.0602,-2.6200
23,-0.5770,-0.5317,0.5317,-3.0830
24,0.2037,-0.2023,0.3562,-1.5654
25,3.7940,2.6941,-2.6372,-4.7952
26,1.2598,2.3214,-1.2598,-4.3976
27,0.3473,2.5034,-0.3473,-2.6432
28,-0.4391,1.1050,0.4391,-2.7070
29,1.2197,1.5865,-0.7735,-3.8311
30,-0.8656,2.1810,-3.0665,-3.5553
31,0.8703,1.5092,-1.0645,-3.4144
32,-1.7940,1.7940,-1.9598,-3.3776
33,1.3641,1.9751,-2.0193,-4.2691
34,-0.6275,1.5068,-1.1774,-4.0124
35,0.8733,1.2327,-0.8733,-4.2727
36,-1.1966,2.8257,-1.1966,-2.5268
37,1.2364,1.2364,-1.2364,-3.3793
38,0.7059,2.6182,-1.9051,-3.5201
39,1.8583,1.8583,-1.3490,-3.1218
40,1.3647,1.9141,-2.1523,-3.1135
41,-1.7346,1.2648,-1.2648,-3.7366
42,-1.2376,2.5709,-1.2376,-3.8194
43,2.3012,2.3012,-1.2357,-5.2788
44,-1.6338,2.3964,-1.7114,-3.3474
45,-1.3388,2.5605,-2.1724,-2.5605
46,0.9238,2.9377,-1.6257,-4.2994
47,-1.2380,2.4767,-2.6179,-3.5733
48,0.6552,1.1626,-1.0533,-1.8141
49,-0.6760,1.1587,-1.1587,-2.4094
50,-0.6978,0.6950,-0.6950,-2.1375
51,-0.9324,2.5671,-0.9324,-3.5521
52,-1.6271,1.5352,1.5352,-3.2018
53,0.9267,1.1854,-2.0254,-3.7431
54,1.5060,2.3642,-1.5060,-3.5575
55,0.5262,1.1976,-1.0581,-1.0581
56,-0.6464,0.6447,0.6447,-1.9980
57,1.1111,1.9288,0.8494,-1.4642
58,-1.7395,2.5989,-0.8639,-3.4225
59,1.9752,-1.1385,1.2838,-1.1385
60,-0.6322,1.1730,-0.6322,-2.4203
61,-1.0483,1.0483,-0.7091,-1.5643
62,0.6267,1.7023,-1.4714,-2.4536
63,-0.6898,0.6345,0.6345,-1.2753
64,-0.9587,0.9587,-0.9587,-2.2743
65,1.1033,1.6115,-1.6115,-2.4950
66,-1.2127,2.5525,-2.4853,-3.8067
67,0.1432,0.1685,-0.2833,-2.7188
68,1.5987,2.1960,-2.1188,-2.1188
69,-0.7190,1.2034,0.4250,-2.3764
70,1.0706,1.1042,-1.1042,-1.7821
71,-0.6505,1.0643,0.6505,-3.0857
72,-1.2801,1.4161,-0.8677,-1.2801
73,-0.7632,0.9335,0.9335,-1.4340
74,-0.9736,0.9736,-1.2801,-2.6678
75,-0.5110,0.4553,-0.5110,-1.0259
76,0.8002,-0.8267,0.8002,-0.8267
77,-1.2584,0.7186,-0.4695,-3.4075
78,0.9921,-0.9921,0.9921,-2.0751
79,-0.3530,0.8789,0.2536,-1.8525
80,-0.8823,1.3075,1.4209,-2.5553
81,0.2221,0.5208,0.2221,-2.4148
82,1.5257,1.0425,-1.0425,-2.5238
83,-0.2367,0.2367,-0.2367,-1.6188
84,-0.4282,0.4971,0.4971,-1.1338
85,0.6806,-0.6806,-0.5034,-0.6806
86,-0.4788,0.5488,-0.4788,-0.4788
87,0.7203,0.3691,0.8599,-0.7203
88,-0.6106,0.6106,-0.6666,-1.0968
89,0.6251,-0.5930,-0.5930,-1.3560
90,-0.5448,0.5448,-0.6751,-0.6751
91,0.4188,0.5901,-0.4188,-1.5415
92,-1.3254,0.9842,1.2830,-1.3254
93,0.6954,1.0458,-0.5734,-1.5917
94,0.5990,1.1154,-0.5990,-2.8487
95,-0.4862,-0.9848,0.4862,-1.5971
96,1.0501,1.3300,1.5526,-2.9004
97,1.4951,-1.6562,-1.6562,-1.6562
98,1.2074,1.4143,1.2074,-2.1160
99,-0.3137,-0.3137,-0.3688,-0.3688
100,-1.0236,-0.2245,1.5625,-1.4256
101,-0.9723,-0.3406,0.9723,-0.3406
102,0.6252,0.3993,0.3993,-0.3953
103,0.9722,0.9722,-0.5341,-2.2832
104,1.0375,0.7215,-0.7215,-1.1881
105,0.4019,0.4019,0.7192,-1.9158
106,1.1921,1.0828,-0.2937,-0.2937
107,-1.0456,0.9623,-1.0456,-1.1365
108,0.7517,0.2962,-0.7536,-2.1145
109,-0.4941,0.5906,-0.5906,-1.8909
110,1.1532,0.9609,-0.9609,-1.0006
111,0.2009,0.2009,0.4636,-1.7169
112,-0.5029,1.7622,0.4694,-1.8905
113,-1.5400,1.1933,1.5400,-2.1189
114,-1.3362,1.3790,-1.9139,-2.2538
115,-0.8199,-0.8199,-1.9539,-2.0584
116,-2.1337,1.8921,-1.3933,-2.8522
117,-0.4012,1.2448,-0.4012,-0.4012
118,0.3210,0.4921,-0.4906,-0.6750
119,1.0177,0.9646,-0.9646,-1.5649
120,0.9309,1.5456,-0.8028,-1.4814
121,-0.1510,1.1685,0.1510,-1.4660
122,1.7804,1.7804,-1.7804,-1.7804
123,0.4545,1.2125,-0.4545,-0.6860
124,-0.6646,0.6646,1.7504,-1.8561
125,0.7548,1.1559,2.6856,1.1559
126,4.4489,4.4489,5.6351,4.4489
127,-2.7823,-3.7899,-3.7899,-3.7899
128,1.5912,1.5912,1.5912,1.5912
129,-0.9711,-1.5474,-1.4988,-1.4988
130,4.3656,4.3656,4.3656,4.3656
131,-2.9569,-2.9569,-3.2345,-2.9569
132,-2.4891,-2.4891,-3.0148,-3.0148
133,-4.6155,-4.3076,-4.9276,-4.6155
134,-3.7562,-3.8769,-3.7551,-3.7551
135,-4.7811,-4.7811,-5.3516,-4.7593
136,-4.2471,-4.2471,-4.7527,-4.7527
137,-5.8512,-5.5951,-6.0864,-5.8512
138,-4.5098,-5.0926,-4.7661,-4.5098
139,-5.7261,-5.7261,-5.9792,-5.6775
140,-5.6455,-5.6455,-5.7820,-5.7820
141,-6.9076,-6.5565,-7.0242,-6.9076
142,-5.8464,-6.0815,-5.6390,-5.6390
143,-6.6409,-6.5528,-6.3390,-6.3390
144,-6.0502,-6.5999,-6.5999,-6.0502
145,-6.8207,-7.3477,-6.8207,-6.8207
146,-6.2267,-6.2267,-6.3280,-6.2736
147,-7.2673,-7.6478,-7.2673,-7.6478
148,-6.1732,-7.0601,-6.1732,-6.1732
149,-7.1489,-7.1496,-7.1489,-7.3585
150,-6.4146,-6.4146,-7.0671,-7.0313
151,-7.8727,-7.8727,-8.0813,-8.3333
152,-6.7094,-6.7944,-6.7094,-7.3345
153,-7.4042,-7.6163,-7.3970,-7.4042
154,-6.8456,-6.8456,-7.7038,-7.1862
155,-8.1129,-8.1129,-8.0920,-8.1369
156,-7.0139,-7.0139,-7.3479,-7.7943
157,-7.5287,-7.7639,-7.6210,-7.5287
158,-6.9419,-6.9419,-7.5403,-7.3066
159,-7.9423,-8.2333,-7.9423,-7.9423
160,-7.2793,-7.2793,-7.6834,-8.0379
161,-7.9974,-8.0496,-8.0496,-7.9974
162,-7.0475,-7.5410,-7.0475,-7.3030
163,-8.2673,-8.4454,-8.0324,-8.0324
164,-7.8723,-7.5772,-7.2897,-8.1289
165,-7.5460,-8.3053,-7.5460,-7.9112
166,-7.6408,-7.5840,-7.5840,-7.6408
167,-7.5927,-8.1462,-7.5927,-8.1462
168,-7.6983,-7.6434,-7.6434,-7.6434
169,-8.3427,-8.3224,-8.0096,-8.0096
170,-7.8813,-7.8831,-7.8813,-8.1013
171,-7.6665,-7.6665,-7.9638,-7.9638
172,-8.0866,-8.0029,-7.4823,-8.0866
173,-7.9516,-7.7582,-7.5491,-7.5491
174,-7.7900,-7.7900,-7.8865,-8.1150
175,-7.7806,-7.7806,-7.9955,-7.9955
176,-7.6185,-8.1003,-7.6185,-7.9264
177,-7.8838,-7.7489,-7.7489,-7.7489
178,-7.5470,-7.6884,-7.4799,-7.5470
179,-8.6836,-8.5978,-8.2468,-8.2468
180,-7.6288,-7.9638,-7.6127,-7.6288
181,-8.2928,-8.1724,-7.7791,-7.7791
182,-7.8135,-7.8135,-7.8420,-8.2669
183,-7.9100,-7.9100,-8.1289,-8.1289
184,-7.7882,-8.3584,-7.7882,-8.1042
185,-8.0935,-7.8758,-7.8758,-7.8758
186,-8.2955,-7.8262,-7.6795,-8.2955
187,-8.4327,-8.4327,-8.1681,-8.1681
188,-8.0761,-8.3910,-7.8239,-8.0761
189,-8.4754,-8.4754,-7.9173,-7.9173
190,-7.7753,-7.8659,-7.7753,-8.0007
191,-8.0371,-8.0371,-8.1699,-8.1699
192,-7.9196,-8.4414,-7.9196,-8.1442
193,-8.1575,-7.9900,-7.9900,-7.9900
194,-8.7100,-8.1070,-7.8681,-8.7466
195,-8.3117,-8.3117,-8.0578,-8.0578
196,-8.7059,-8.5031,-7.9847,-8.4578
197,-8.6949,-8.6949,-8.0955,-8.0955
198,-7.6698,-7.7901,-7.6698,-7.7132
199,-7.9630,-7.9630,-8.1653,-8.1653
200,-7.7761,-8.2172,-7.7761,-7.8201
201,-8.1796,-8.1796,-8.1796,-8.1796
202,-8.6339,-8.1937,-7.9362,-8.6339
203,-8.1284,-8.1284,-7.9535,-7.9535
204,-8.9089,-8.1644,-7.9533,-8.1644
205,-8.7534,-9.0374,-8.3003,-8.3003
206,-7.1843,-7.1821,-7.1843,-7.1821
207,-8.1245,-8.1245,-7.9728,-7.9728
208,-8.8196,-8.0016,-7.8606,-8.0016
209,-8.7617,-8.8604,-8.4855,-8.4855
210,-7.2110,-7.3107,-7.2110,-7.2110
211,-8.2983,-8.2983,-8.0822,-8.0822
212,-8.6379,-7.9240,-7.8347,-7.9240
213,-8.7910,-8.9484,-8.6839,-8.6839
214,-7.3230,-7.4976,-7.3230,-7.3230
215,-8.3285,-8.3285,-8.1217,-8.1217
216,-8.4216,-7.7811,-7.7654,-7.7811
217,-8.7042,-8.8582,-8.7042,-8.8034
218,-7.4243,-7.7146,-7.4243,-7.4243
219,-8.4256,-8.4256,-8.2389,-8.2389
