stem,modo,baud,gain,fec_repeat,bytes,acerto_bits,bloco_ok,pico_rx,rms_rx
20260903-170535-band0,mary,100,1.0,2,48,99.7,1,0.168,0.0385
20260903-170545-band0,mary,100,1.0,2,48,100.0,1,0.1779,0.0391
20260903-170556-band0,mary,100,1.0,2,48,99.83,1,0.1953,0.0418
20260903-170613-band20,mary,100,1.0,2,48,99.79,1,0.177,0.0404
20260903-170624-band20,mary,100,1.0,2,48,99.83,1,0.1779,0.0394
20260903-170634-band20,mary,100,1.0,2,48,100.0,1,0.1917,0.0406
20260903-170651-band40,mary,100,1.0,2,48,99.83,1,0.1723,0.039
20260903-170702-band40,mary,100,1.0,2,48,100.0,1,0.1793,0.0404
20260903-170712-band40,mary,100,1.0,2,48,100.0,1,0.1905,0.0415
