simbolo,llr0,llr1,llr2,llr3
0,2.2947,1.9507,1.9507,-3.4086
1,0.7669,0.9174,0.7669,-3.0159
2,1.6998,1.8334,1.6998,-2.9223
3,0.5200,1.4488,0.5200,-4.0563
4,-0.4974,0.7142,-0.4974,-3.6523
5,1.2477,1.2477,1.1503,-5.2748
6,2.6491,3.6019,2.2929,-4.3181
7,1.6197,2.9968,1.6197,-4.3505
8,1.0132,1.0132,0.9445,-2.6096
9,1.3462,2.3454,1.3462,-3.9346
10,-1.2424,1.1256,-1.3291,-3.7039
11,2.7646,2.7646,2.4510,-6.0030
12,-0.5108,1.5618,-0.5889,-3.2215
13,-2.1823,0.6688,-0.5662,-2.2392
14,2.2799,2.3013,2.2799,-4.8715
15,-0.5987,0.5987,0.5987,-1.5315
16,2.1357,1.8306,0.5029,-3.3032
17,1.4160,1.7645,0.9474,-2.2933
18,1.0182,0.5310,0.5310,-1.9591
19,1.0440,2.7342,1.0440,-4.0571
20,2.0311,2.1941,1.7637,-4.1626
21,0.4150,1.9698,-1.6782,-2.5918
22,-0.4660,0.4660,0.4660,-2.8768
23,1.8590,2.0137,1.1011,-2.7738
24,1.5539,1.7529,1.5539,-2.7924
25,-1.7973,-1.3896,-2.3283,-2.3283
26,-0.7294,-0.7294,0.5559,-2.7728
27,-1.8107,-1.3310,-1.3310,-2.8451
28,0.5843,0.5843,0.5843,-2.5849
29,-0.5953,0.6540,0.5953,-3.4385
30,-0.6104,-0.3930,-0.6104,-2.0780
31,1.4804,2.7963,1.5097,-3.0977
32,-2.0193,2.0193,2.0377,-3.8427
33,1.3579,1.3579,1.8441,-2.0677
34,1.2719,1.8642,-1.8642,-1.9989
35,0.7058,1.1705,1.0859,-2.6700
36,-0.6032,1.0290,1.1667,-3.1025
37,-0.4820,2.0696,2.0112,-3.8283
38,-1.5890,0.6309,0.5492,-3.6817
39,-0.4253,1.3522,1.3522,-2.2339
40,1.3635,1.3635,1.6052,-2.2714
41,-0.8341,1.5990,1.9737,-3.4550
42,0.6739,1.4514,1.8380,-2.5875
43,0.2795,1.0389,-1.6344,-2.3601
44,2.5262,2.4682,2.4682,-4.2602
45,0.6186,0.6186,0.5588,-2.0898
46,2.0471,2.1752,2.1141,-2.3595
47,1.5852,-1.4470,-1.7102,-2.0572
48,0.8987,2.5029,0.8987,-3.3668
49,-0.6157,0.6157,-0.9581,-1.1929
50,0.7898,1.2042,1.0655,-2.4046
51,-0.8447,-0.8447,2.0444,-1.5447
52,-2.3005,-1.7270,-1.6474,-2.3005
