simbolo,llr0,llr1,llr2,llr3
0,0.1889,-0.2665,0.2665,-0.7985
1,0.4965,-0.5347,0.5347,-0.5162
2,0.2666,-0.2513,0.2513,-0.9891
3,0.4640,-0.4730,0.4730,-0.5611
4,0.2150,0.1799,-0.1799,-0.6298
5,0.2129,-0.1968,0.1968,-1.0340
6,0.3639,-0.3639,0.7358,0.2241
7,0.4383,-0.4383,0.5269,0.6188
8,0.2122,0.2122,-0.6054,-0.2122
9,0.2436,-0.5253,-0.2436,0.2436
10,-0.4649,-0.4649,-1.0586,0.4649
11,0.2023,0.5162,0.2157,-0.2023
12,0.4245,-0.4245,0.5011,-0.3638
13,-0.2676,0.3362,0.2977,0.4023
14,-0.2642,0.2642,-0.3699,-0.5653
15,0.4086,0.1876,-0.1876,-0.2804
16,-0.1398,-0.2292,0.2560,-0.2292
17,0.3197,0.5378,0.3197,0.3197
18,-0.2733,-0.2733,-0.2733,0.2733
19,-0.1298,0.1412,-0.2678,0.1412
20,0.0968,-0.0983,0.1218,-0.0983
21,0.4695,0.4057,-0.6397,-0.4057
22,0.3872,0.4793,-0.3399,-0.3872
23,0.3375,0.3996,0.3779,0.3779
24,0.2402,0.2402,-0.2681,-0.2402
25,0.2355,-0.0983,-0.2789,-0.0983
26,-0.1376,0.1376,0.2245,0.3251
27,-0.1544,0.3020,-0.1470,0.1470
28,0.2185,0.2185,-0.9474,-0.2185
29,0.2799,-0.2830,-0.2799,-0.4821
30,0.3053,-0.1393,-0.1504,0.1393
31,-0.1915,0.2306,-0.1915,-0.1915
32,-0.1621,-0.1621,-0.2982,0.3223
33,0.3070,-0.4566,-0.3070,-0.5686
34,0.2869,0.2869,0.2869,0.2869
35,0.3460,-0.1721,-0.4513,0.1721
36,0.1359,0.3767,-0.1879,0.1359
37,0.2526,0.2526,-0.5040,-0.2526
38,-0.1557,-0.1375,0.1557,-0.1853
39,0.3549,-0.5225,0.7777,0.2465
40,0.1755,0.3057,-0.3481,0.5549
41,0.6163,0.2471,-0.4670,-0.2471
42,0.1464,0.1464,0.1464,-0.7286
43,-0.2469,0.2951,-0.2469,-0.2055
44,0.1171,-0.1171,-0.1171,-0.1618
45,-0.1454,-0.1454,0.1454,0.1454
46,0.4852,-0.5141,-0.5833,-0.5833
47,-0.1887,-0.1887,0.1925,0.4898
48,-0.4539,-0.3848,-0.4134,0.4539
49,-0.3868,-0.4317,-0.3868,0.3868
50,-0.2339,-0.2339,-0.2339,-0.5828
51,0.2559,-0.4247,0.1466,0.4247
52,0.4195,-0.4833,-0.4833,0.5858
53,-0.3069,-0.4137,-0.3663,0.3663
54,-0.2512,0.1786,-0.4124,0.0480
55,0.4042,0.4721,0.6517,0.6517
56,-0.0885,-0.0885,-0.0859,-0.0859
57,-0.0030,-0.0030,-0.0018,-0.0018
58,0.0008,0.0008,0.0014,0.0014
59,-0.0003,-0.0003,-0.0002,-0.0002
60,0.0002,0.0002,0.0003,0.0003
61,-0.0003,-0.0003,0.0003,0.0003
62,-0.0001,-0.0001,0.0002,0.0002
63,-0.0000,-0.0000,-0.0000,-0.0000
64,-0.0001,-0.0001,0.0002,0.0002
65,-0.0001,-0.0001,-0.0001,-0.0001
66,0.0000,0.0000,0.0001,0.0001
67,-0.0001,-0.0001,-0.0001,-0.0001
68,0.0001,0.0001,0.0001,0.0001
69,-0.0001,-0.0001,-0.0001,-0.0001
70,-0.0001,-0.0001,0.0001,0.0001
71,-0.0001,-0.0001,-0.0001,-0.0001
72,0.0000,0.0000,0.0001,0.0001
73,-0.0001,-0.0001,-0.0001,-0.0001
74,0.0001,0.0001,0.0001,0.0001
75,-0.0001,-0.0001,-0.0001,-0.0001
76,-0.0001,-0.0001,0.0001,0.0001
77,-0.0001,-0.0001,-0.0001,-0.0001
78,-0.0000,-0.0000,0.0001,0.0001
79,-0.0000,-0.0000,-0.0000,-0.0000
80,-0.0000,-0.0000,0.0001,0.0001
81,-0.0001,-0.0001,-0.0001,-0.0001
82,0.0001,0.0001,0.0001,0.0001
83,-0.0000,-0.0000,-0.0000,-0.0000
84,0.0000,0.0000,0.0001,0.0001
85,-0.0001,-0.0001,-0.0000,-0.0000
86,-0.0000,-0.0000,0.0000,0.0000
87,-0.0000,-0.0000,-0.0000,-0.0000
88,-0.0001,-0.0001,0.0001,0.0001
89,-0.0001,-0.0001,-0.0001,-0.0001
90,0.0000,0.0000,0.0000,0.0000
