simbolo,llr0,llr1,llr2,llr3
0,-0.8675,0.8675,-1.3576,-1.3576
1,-0.9048,-0.9048,-1.0170,-1.4992
2,-0.2623,0.2623,-0.7869,-0.9892
3,-0.8883,0.9245,-0.9245,-0.9245
4,0.5339,1.3136,0.5339,-3.4849
5,-0.6536,0.6536,0.6536,-1.0582
6,-0.7345,0.9138,-0.4529,-1.2723
7,-1.0922,0.8661,1.7894,-1.5099
8,-0.9327,-0.9327,-0.9327,-1.3456
9,1.1217,0.7661,0.7661,-1.5325
10,-1.3485,0.9657,-0.9657,-1.7992
11,0.3218,-0.5716,-0.5716,-1.1306
12,-0.4485,0.8185,-0.4485,-0.8185
13,-0.4948,2.5497,2.5497,-3.1233
14,0.5353,-0.6791,-0.6791,-1.3269
15,0.6283,-0.8980,-0.8980,-0.9303
16,-1.1108,-1.1108,-1.0790,-1.1315
17,1.2994,-0.8044,-2.1714,-2.3379
18,0.2738,0.6540,-1.9585,2.3106
19,1.0005,1.3887,1.3887,-1.7088
20,0.3291,0.6276,0.3973,-2.6849
21,1.5542,-0.9774,-2.5416,-2.2705
22,-1.1741,-0.7413,-1.1741,-1.3787
23,0.7811,0.7492,0.7492,-0.7811
24,-1.5759,-1.3485,-0.7937,-0.7937
25,-0.1983,-0.4000,0.1983,-0.4000
26,-0.6704,-0.8210,0.6704,-0.8210
27,1.0477,2.7093,1.0477,-2.1077
28,-1.6493,-0.6665,-1.3342,-2.0879
29,2.0994,1.1480,-1.2355,-1.4470
30,0.7184,0.5962,-1.2427,-0.6048
31,1.4876,1.5099,1.5099,-1.5099
32,-1.5191,0.8700,-1.7298,-1.6913
33,-0.7125,-0.7125,-0.7125,-0.7125
34,-1.4362,-0.8741,-0.8741,0.5728
35,-0.9244,-0.7735,-0.9244,-1.4492
36,-1.3192,-1.3192,-1.3192,-1.3192
37,-0.3302,-0.8489,0.3302,0.3302
38,1.1794,0.8250,1.1279,-1.3931
39,1.0499,1.0499,-2.1008,-2.2586
40,-0.5732,-0.5732,0.5132,-1.1551
41,-1.6784,-0.9339,0.5424,-0.5424
42,0.9670,2.4294,0.9670,-2.4294
43,0.4828,0.4828,0.4828,-1.2354
44,1.2010,-1.1052,2.0041,-1.1913
45,0.2605,0.2605,-0.2605,-1.1941
46,-0.5699,0.5699,0.5699,0.5699
47,1.8033,0.7818,-0.7818,-1.4824
48,0.6350,0.6350,0.6350,-1.4832
49,-0.8401,-2.1250,1.2184,-1.3438
50,1.1459,-1.3003,-1.1459,-1.1515
51,-1.0109,-1.6933,-1.0109,-1.0109
52,-0.3635,-0.3635,0.8418,-1.1022
53,0.9583,-0.9583,-0.8915,-0.8915
54,0.9139,-0.8804,-0.9869,-0.9139
55,-0.1680,-0.1680,-0.1680,-0.8003
56,-0.6048,-0.6048,-0.5679,-0.8497
57,0.4294,0.3131,-0.3131,-0.5611
58,-0.9482,1.4940,2.7107,1.4940
59,-2.4133,2.4133,3.7994,4.8927
60,-2.7378,-3.1989,-2.8687,-3.9141
61,0.8003,0.8003,0.8003,0.8003
62,-2.6542,-2.6542,-2.6542,-3.9870
63,2.1963,2.1850,2.1850,2.2459
64,-3.1592,-3.1592,-3.1592,-4.2733
65,2.0027,2.0634,2.0634,2.0027
66,-3.8288,-3.8288,-3.8055,-3.8288
67,1.4615,1.4615,1.4615,1.4615
68,-3.4307,-3.4454,-3.8626,-3.4454
69,2.6371,2.5754,2.6371,2.5754
70,-3.6798,-3.8925,-3.6146,-3.8925
71,3.0255,2.3852,2.3852,2.3852
72,-3.9511,-3.3576,-4.0788,-4.3060
73,2.8967,2.7993,2.8967,2.7993
74,-3.8210,-3.8210,-4.1099,-4.1099
75,3.1188,2.7435,3.1188,2.7435
76,-4.2699,-3.9389,-4.1912,-4.2699
77,2.9755,2.9755,2.9755,2.9901
78,-4.1521,-4.1521,-4.1694,-4.1694
79,3.0865,2.9043,3.0865,2.9043
80,-4.1449,-4.1449,-4.1449,-4.1449
81,3.0458,3.0458,3.0458,3.0676
82,-4.0966,-4.0966,-4.0966,-4.0966
83,3.0841,2.9362,3.0841,2.9362
84,-4.7329,-4.5496,-4.5961,-4.7449
85,3.1480,3.1480,3.1480,3.1554
86,-4.6225,-4.6225,-4.9097,-4.7998
87,3.0568,3.0568,3.0568,3.0571
88,-4.8038,-4.9678,-4.8721,-4.8038
89,3.2920,3.1912,3.2920,3.1912
90,-4.5136,-4.5136,-4.5136,-4.5136
91,3.0950,3.0950,3.0950,3.1030
92,-4.8486,-4.9402,-4.8763,-4.8486
93,3.3309,3.1911,3.3538,3.1911
94,-4.5107,-4.5107,-4.5107,-4.5107
95,3.0279,3.0279,3.0279,3.0746
96,-4.7390,-4.7390,-4.7390,-4.7390
97,3.2856,3.1336,3.3779,3.1336
98,-4.5848,-4.5848,-4.5848,-4.5848
99,2.9792,2.9792,2.9792,3.1110
100,-4.8535,-4.8535,-4.8535,-4.8535
101,3.1857,3.1353,3.3642,3.1353
102,-4.6314,-4.6314,-4.6314,-4.6314
103,2.9396,2.9396,2.9396,3.1064
104,-4.9038,-4.9258,-4.9258,-4.9038
105,3.1308,3.0856,3.3162,3.0856
106,-4.7737,-4.7737,-4.7737,-4.7737
107,2.8622,2.8622,2.8622,2.9854
108,-4.9285,-4.9285,-4.9285,-4.9285
109,3.0511,3.0420,3.3050,3.0420
110,-4.7828,-4.7828,-4.7828,-4.7828
111,2.8486,2.8486,2.8486,2.9597
112,-4.9183,-4.9183,-4.9183,-4.9183
113,2.9441,2.9732,3.2360,2.9045
114,-4.7775,-4.7775,-4.7775,-4.7775
115,2.8806,2.8806,2.8806,3.0269
116,-4.9523,-4.9523,-4.9523,-4.9523
117,2.8913,2.9576,3.1487,2.8913
118,-4.9286,-4.8693,-4.9286,-4.8693
