simbolo,llr0,llr1,llr2,llr3
0,0.4093,0.7373,-0.4093,0.4093
1,0.1630,-0.4355,0.1630,-0.4355
2,-0.5693,0.1932,0.3070,-0.1932
3,-0.5141,-0.5141,0.5630,-0.5141
4,-0.7142,0.1612,-0.1612,-0.1612
5,-0.6465,-0.6997,0.5958,0.5958
6,-0.5141,-0.5132,0.9300,-1.8609
7,-1.3431,0.5898,0.7309,0.7309
8,-0.2400,0.5238,0.2400,-0.5238
9,-0.1377,0.1377,0.1405,-0.1377
10,-0.3184,-0.0645,0.3184,-0.3184
11,1.0389,-0.5520,-0.7443,0.5520
12,0.3577,0.0713,0.0713,0.0713
13,-0.7689,-1.0870,-0.4200,-1.0870
14,1.1381,-0.3874,-0.3874,-0.6526
15,-0.4081,-0.4081,0.5327,-0.4081
16,0.0922,0.6296,0.6296,-0.0922
17,0.4281,-0.4281,0.5444,0.3683
18,0.7487,-0.7487,0.7487,-0.5219
19,0.9143,-0.8528,0.9143,0.6468
20,0.1351,0.1351,0.6478,-0.6478
21,-0.3581,0.3984,-0.3581,-0.3984
22,-0.3776,-0.5301,0.1266,-0.4684
23,-1.1972,1.1972,1.1972,1.0873
24,-0.5158,-1.9168,0.3796,-0.5158
25,-1.1147,-1.1147,-1.6652,-1.9374
26,-0.0064,-0.0064,-0.6730,-0.0123
27,-1.1374,-1.8511,-1.8511,-2.3313
28,-1.1518,-0.7685,-1.3272,-0.7685
29,-0.6687,0.4037,0.4037,0.4037
30,-1.0946,-1.0946,-2.0415,-1.0946
31,-0.0824,-0.3570,-0.1429,-0.3570
32,0.0333,-0.6247,0.0333,-0.5558
33,-1.6891,1.1079,1.3724,-1.1079
34,0.2223,-1.2901,-1.2901,-1.2901
35,1.4831,-0.7193,-0.5182,-0.5182
36,-0.0486,-0.2741,-0.0486,0.0486
37,-0.8890,-0.8890,-0.8890,-0.8890
38,0.0415,-0.4954,-0.5285,-0.4954
39,0.6961,-1.5908,-0.6961,-0.6961
40,-1.2916,-0.5952,-0.6177,-0.6177
41,0.6170,-1.6316,0.6170,-1.1770
42,0.1364,-0.1364,0.8012,-0.3821
43,1.0526,-1.6290,-1.3931,-1.3931
44,0.0546,0.1392,0.0546,0.1663
45,-0.5899,-0.0944,0.3903,-0.0944
46,-0.7466,-0.0706,0.2582,0.0706
47,0.4803,-1.0995,0.3669,-0.3669
48,0.9440,-0.3828,-0.3355,0.3355
49,-0.5303,-0.0444,0.3222,-0.0444
50,-0.5865,-0.3842,0.3842,0.3842
51,-0.4355,-0.4355,-0.4355,-0.4355
52,-0.1335,0.1335,-0.2622,-0.8476
53,0.3157,0.3157,-0.3674,0.3157
54,-0.6951,-0.6088,-0.6088,-0.6951
55,-0.3398,0.0775,-0.0775,-0.0775
56,-0.7377,-0.7377,-0.6270,-0.5930
57,-0.2935,0.4291,-0.2840,0.4291
58,6.0705,5.5007,6.1779,5.5007
59,-2.9255,-2.9255,-2.9255,-2.9255
60,3.7039,3.2448,3.7039,4.0636
61,-3.9917,-3.9917,-3.9917,-3.9917
62,3.5279,3.5279,3.5279,3.5279
63,-3.4916,-3.4898,-3.4916,-3.4916
64,4.1281,4.1281,4.3366,4.1281
65,-3.0214,-3.0214,-3.0214,-3.0214
66,3.8363,3.8363,3.8363,3.8363
67,-2.1684,-2.1684,-2.1684,-2.1684
68,3.5166,3.5166,3.5166,3.5166
69,-1.6404,-1.6404,-1.6404,-1.6404
70,3.4820,3.4496,3.6806,3.4496
71,-1.9394,-1.9394,-1.9394,-1.9394
72,3.1313,3.1313,3.4577,3.3214
73,-2.4967,-2.4967,-2.4967,-2.4967
74,3.1569,3.1569,3.1628,3.2220
75,-2.4056,-2.4056,-2.4056,-2.4056
76,2.5029,2.5029,2.5029,2.5029
77,-2.6481,-2.6481,-2.6481,-2.6481
78,2.9752,2.9310,2.7996,2.9752
79,-2.4558,-2.4558,-2.4558,-2.4558
80,2.6640,2.6640,2.8050,2.7055
81,-2.9459,-2.9459,-2.9459,-2.9459
82,2.5836,2.4924,2.3801,2.5836
83,-2.6236,-2.6236,-2.6236,-2.6236
84,2.4762,2.4762,2.4762,2.4762
85,-2.9737,-2.9737,-2.9737,-2.9737
86,2.4411,2.4943,2.2059,2.4411
87,-2.8070,-2.8070,-2.8070,-2.8070
88,2.2901,2.2901,2.2901,2.2901
89,-3.0080,-3.0080,-3.0080,-3.0080
90,2.2241,2.2241,2.1825,2.2241
91,-2.8144,-2.8144,-2.8144,-2.8144
92,2.2385,2.2385,2.2385,2.2385
93,-3.0187,-3.0187,-3.0514,-3.0514
94,2.0120,2.0120,2.0120,2.0120
95,-2.7854,-2.7854,-2.7854,-2.7854
96,2.1351,2.1351,2.1351,2.1351
97,-2.8395,-2.8395,-3.0059,-3.0059
98,2.0483,2.0483,2.0483,2.0483
99,-2.8523,-2.8523,-2.8523,-2.8523
100,2.1580,2.1636,2.1636,2.1580
101,-3.1197,-3.1197,-3.1197,-3.1197
102,1.8223,1.8223,1.8223,1.8223
103,-2.8961,-2.8961,-2.8961,-2.8961
104,2.1047,2.1284,2.1263,2.1047
105,-2.7159,-2.7159,-3.0013,-3.0013
106,2.1035,2.1035,2.1035,2.1035
107,-3.0085,-3.0085,-3.0085,-3.0085
108,2.1229,2.0953,2.0040,2.1229
109,-2.9209,-2.9209,-2.9209,-2.9209
110,2.1384,2.0970,2.0970,2.2298
111,-2.9342,-2.9342,-2.9342,-2.9342
112,1.9762,2.0463,1.9072,1.9762
113,-2.8573,-2.8573,-2.8573,-2.8573
114,1.9927,1.9927,1.9927,1.9927
115,-2.9615,-2.9615,-2.9615,-2.9615
116,1.9412,1.9092,1.8164,1.9412
117,-2.7503,-2.7503,-2.8594,-2.8594
118,1.9391,1.8561,1.8561,2.1500
119,-3.0105,-3.0105,-3.0105,-3.0105
120,1.8905,1.9579,1.9929,1.8905
121,-2.8466,-2.8466,-2.8466,-2.8466
122,1.7704,1.7704,1.7704,2.0565
123,-2.8671,-2.8671,-3.1018,-3.1018
124,1.8735,1.7797,1.7797,1.8735
125,-2.9118,-2.9118,-2.9118,-2.9118
126,1.7222,1.6949,1.6949,2.0358
127,-2.8620,-2.8620,-3.1757,-3.1757
128,1.9090,1.6851,1.6851,1.9090
129,-2.9917,-2.9917,-2.9917,-2.9917
130,1.7860,1.7738,1.7738,2.0905
131,-2.7853,-2.7853,-3.2127,-3.2127
132,2.0066,1.7539,1.7468,2.0066
133,-3.0100,-3.0100,-3.0100,-3.0100
134,1.7710,1.7710,1.7710,1.9769
135,-2.7363,-2.7363,-3.1468,-3.1468
136,1.8390,1.5443,1.5443,1.8390
137,-2.9397,-2.9172,-2.9172,-2.9172
138,1.8759,1.8604,1.8604,1.9046
139,-2.7319,-2.7319,-3.0673,-3.0673
140,1.8379,1.5238,1.5238,1.8379
141,-2.8935,-2.8063,-2.8063,-2.8063
142,1.8203,1.7775,1.7775,1.8889
143,-2.6550,-2.6550,-3.0430,-3.0430
144,1.7642,1.4808,1.4808,1.7642
145,-2.9743,-2.9114,-2.9114,-2.9114
146,1.7207,1.8030,1.8821,1.7207
147,-2.6445,-2.6445,-3.0755,-3.0755
148,1.7715,1.3973,1.3973,1.8577
149,-3.0254,-3.0254,-3.0254,-3.0254
150,1.6805,1.6805,1.8652,1.6805
151,-2.6462,-2.6462,-3.0880,-3.0880
152,1.6010,1.3294,1.3294,1.7858
153,-2.8213,-3.2761,-3.2761,-3.2761
154,1.6834,1.6834,1.9154,1.6834
155,-2.7793,-2.7793,-2.8243,-2.8243
156,1.6534,1.3316,1.3316,2.1601
157,-3.1883,-3.0482,-3.0482,-3.0482
158,1.5610,1.5610,1.8712,1.5610
159,-3.0236,-2.7569,-3.0052,-2.7569
160,1.3948,1.4868,1.3948,1.7230
161,-3.0535,-2.8918,-3.0206,-2.8918
162,1.6709,1.8185,1.8185,1.6709
163,-3.0762,-2.7651,-2.7651,-2.7651
164,1.5161,1.4717,1.4717,1.7818
165,-2.8464,-2.3457,-2.8727,-2.3457
166,1.6193,1.6007,1.6007,1.6193
167,-3.0179,-2.7131,-2.7131,-2.7131
168,1.5292,1.5682,1.5292,1.9981
169,-2.9246,-2.7139,-2.7997,-2.7139
170,1.6237,1.5469,1.5469,1.6237
171,-2.9870,-2.6009,-2.6009,-2.6009
172,1.4773,1.6951,1.4773,1.9239
173,-2.7579,-2.1483,-2.7737,-2.1483
174,1.7133,1.5298,1.5298,1.7968
175,-3.0492,-2.7686,-2.7686,-2.7686
176,1.6557,1.6557,1.6557,1.8147
177,-2.7192,-2.4431,-2.7034,-2.4431
178,2.4708,-2.4708,-5.0752,6.2889
179,-3.9308,3.9308,-6.4797,7.7291
180,3.9298,-3.9298,-5.5023,6.0548
181,1.0441,1.3207,1.0441,1.3759
182,-2.3353,-2.6010,-3.2701,4.8992
183,2.3215,-2.3215,2.3215,4.5650
184,2.9985,-2.9985,3.9237,-2.9985
185,3.5647,-3.5647,-4.3612,-3.6046
186,-2.7578,-4.8799,2.7578,-3.3550
187,4.4937,-3.7738,-3.6357,5.0298
188,3.0708,-4.0927,-3.4345,4.8270
189,0.1493,-0.1834,1.9335,-0.1834
190,-2.6220,-3.3947,-1.6451,-2.5291
191,3.2088,-3.2088,-3.9198,-3.9198
192,2.9583,-2.9583,-3.7602,-3.4384
193,3.3644,1.6106,1.6106,-1.6106
194,-1.2554,-1.2554,-1.2554,-2.7871
195,-3.6615,3.6615,3.6615,4.2072
196,3.4982,-3.2938,-3.7550,-3.8779
197,2.4366,2.2451,-2.4366,-2.4366
198,2.3516,-2.9882,-3.5072,-3.5072
199,3.5579,2.4727,2.4727,-3.5579
200,-3.6214,3.6214,-4.2027,4.2027
201,-4.2108,4.6983,-5.1056,4.7587
202,2.8595,2.9596,2.8595,-3.9879
203,-3.3502,4.4523,-3.3502,-4.1828
204,-3.1361,3.7480,2.8468,-4.4971
205,-2.6200,-1.4673,-1.8285,-1.4673
206,-3.8985,3.8985,-3.5314,3.3756
207,-2.1852,2.1852,2.1538,-2.1538
208,-3.6869,3.6869,3.1333,2.9435
209,-4.1633,5.1967,1.9596,-1.9596
210,1.4877,-1.4877,3.4967,1.4877
211,3.3546,-3.3546,3.3546,-3.3546
212,-3.1162,3.1162,2.4431,3.1162
213,-3.9279,-4.4051,-3.9279,3.9279
214,-3.8466,4.1790,-2.8692,-2.8692
215,3.0023,-2.8764,-2.1380,-2.1380
216,-3.5998,-3.5506,-3.5506,3.6625
217,2.2582,4.1147,-3.2305,-4.1147
218,3.9703,-3.8096,-4.6205,5.0866
219,-2.9072,3.0298,-2.7464,2.7464
